english,transliteration,arabic,source
cuts,quTuu3,قطوع,medicine
wound,jarH,جرح,medicine
wounds,juruuH,جروح,medicine
boil,dummal,دمّل,medicine
boils,damaamil,دمامل,medicine
swelling; tumor,waram,ورم,medicine
swelling; tumors,awraam,أورام,medicine
inflammation; infection,tihaab,تهاب,medicine
dizziness,dawxa,دوخة,medicine
vomiting,qay'/taqayyu',قئ | تقيّؤ,medicine
nausea,ġatayaan,غثيان,medicine
shock,Sadma,صدمة,medicine
shocks,Sadamaat,صدمات,medicine
fever,Humma,حمّى,medicine
fevers,Hummayaat,حمّيات,medicine
degree,daraja,درجة,medicine
degrees,darajaat,درجات,medicine
broken , maksuur, مكسور,medicine
stethoscope,sammaa3a,سمّاعة,medicine
stethoscopes,sammaa3aat,سمّاعات,medicine
X-ray,aši33a/aši33at iks,اشعّة ,medicine
medicine,dawaa',دواء,medicine
medicines,adwiya,أدوية,medicine
pill,qurS,قرص,medicine
pills,aqraaS,اقراص,medicine
tablet,qurS,قرص,medicine
tablets,aqraaS,اقراص,medicine
syrup,šaraab,شراب,medicine
syrups,ašriba,اشربة,medicine
antibiotic,muDaadd Hayawi,مضاد حيوي,medicine
dose ,jar3a,جرعة,medicine
dose s,jar3aat,جرعات,medicine
ointment,marham,مرهم,medicine
ointments,maraahim,مراهم,medicine
vaccine,laqaaH,لقاح,medicine
gauze,šaaš,شاش,medicine
bandage,Dimaad,ضماد,medicine
bandages,arbiTa,اربطة,medicine
band-aid,plastar,بلاستر,medicine
stitches,ġuraz  ġurza,غرز    غرزة,medicine
cast,jabiira,جبيرة,medicine
casts,jabaa'ir,جبائر,medicine
crutch,3ukkaaz,عكاز,medicine
crutches,3ukkaazaat,عكازات,medicine
disinfectant,muTahhir,مطهّر,medicine
disinfectants,muTahhiraat,مطهّرات,medicine
anesthesia,taxdiir,تخدير,medicine
operation,3amaliyya,عملية,medicine
operations,3amaliyyaat,عمليات,medicine
surgery,jiraaHa,جراحة,medicine
amputation,batr,بتر,medicine
autopsy,tašriiH,تشريح,medicine
abortion,ijhaaD,اجهاض,medicine
chemotherapy,3ilaaj kiimiyaa'i,علاج كيميائي,medicine
plastic surgery,3amaliyyat tajmiil,عملية تجميل,medicine
health,SiHHa,صحة,medicine
sick,mariid,مريض,medicine
sicks,marDa,مرضى,medicine
healthy,saliim,سليم,medicine
healthies,sulamaa',سلماء,medicine
weak,Da3iif,ضعيف,medicine
weaks,Du3afaa',ضعفاء,medicine
strong,qawi,قوي,medicine
strongs,aqwiyaa',أقوياء,medicine
paralyzed,mašluul,مشلول,medicine
handicapped,ma3uuq,معوق,medicine
disabled,malġi,ملغي,medicine
mentally disabled,mutaxallif 3aqliyyan,متخلّف عقليا,medicine
sting,qarSa,قرصة,medicine
stings,qaraSaat,قرصات,medicine
to throb ,na'aH - yin'aH ,نقح - ينقح ,medicine
to be injured,it3awwar - yit3awwar ,اتعوّر - يتعوّر ,medicine
pain,waja3,وجع,medicine
pains,awjaa3,أوجاع,medicine
 sneeze,3aTsa,عطسة,medicine
 cough,su3la,سعلة,medicine
stuffed-up nose,anf muzkam,أنف مزكم,medicine
runny nose,manaxiir bitxorr/bitšorr,مناخير بتخرّ\بتشرّ,medicine
prevention of,wiqaaya min,وقاية من,medicine
medical examination,faHS,فحص,medicine
medical examinations,fuHuuS,فحوص,medicine
shot,Huqna,حقن,medicine
shots,Huqan,حقن,medicine
prescription,waSfa,وصفة,medicine
prescriptions,waSafaat,وصفات,medicine
environment,bii'a,بيئة,nature__and__weather
environments,bii'aat,بيئات,nature__and__weather
planet,kawkab,كوكب,nature__and__weather
planets,kawaakib,كواكب,nature__and__weather
world,3aalam,عالم,nature__and__weather
worlds,3awaalim,عوالم,nature__and__weather
continent,qaarra,قارّة,nature__and__weather
continents,qaarraat,قارّات,nature__and__weather
ocean,muHiiT,محيط,nature__and__weather
oceans,muHiiTaat,محيطات,nature__and__weather
sea,baHr,بحر,nature__and__weather
seas,biHaar,بحار,nature__and__weather
river,nahr,نهر,nature__and__weather
rivers,anhaar,أنهار,nature__and__weather
lake,buHeira,بحيرة,nature__and__weather
lakes,buHeiraat,بحيرات,nature__and__weather
pond,birka,بركة,nature__and__weather
ponds,birak,برك,nature__and__weather
canal,qanaah,قناة,nature__and__weather
canals,qanawaat,قنوات,nature__and__weather
port,miinaa',ميناء,nature__and__weather
ports,mawaani',موانئ,nature__and__weather
gulf,xaliij,خليج,nature__and__weather
gulves,xuljaan,خلجان,nature__and__weather
island,jaziira,جزيرة,nature__and__weather
islands,jazaa'ir,جزائر,nature__and__weather
coast,saaHil,ساحل,nature__and__weather
coasts,sawaaHil,سواحل,nature__and__weather
beach,šaaTi',شاطئ,nature__and__weather
beaches,šawaaTi',شواطئ,nature__and__weather
wave,mooj,موج,nature__and__weather
waves,amwaaj,امواج,nature__and__weather
tide,tayyaar,تيّار,nature__and__weather
tides,tayyaaraat,تيّارات,nature__and__weather
coral,murjaan,مرجان,nature__and__weather
reef,ši3ba,شعبة,nature__and__weather
reefs,ši3ab,شعب,nature__and__weather
inlet,šarm,شرم,nature__and__weather
inlets,šuruum,شروم,nature__and__weather
peninsula,šibhu jaziira,شبة جزيرة,nature__and__weather
waterfall,šallaal,شلال,nature__and__weather
waterfalls,šallaalaat,شلالات,nature__and__weather
mountain,jabal,جبل,nature__and__weather
mountains,jibaal,جبال,nature__and__weather
peak,qimma,قمة,nature__and__weather
peaks,qimam,قمم,nature__and__weather
Mt. Sinai,jabal muusa,جبل موسى,nature__and__weather
mountain range,silsila jabaliyya,سلسلة جبلية,nature__and__weather
hill,tall,تلّ,nature__and__weather
hills,tilaal,تلال,nature__and__weather
valley,waadi,وادي,nature__and__weather
valleys,widyaan,وديان,nature__and__weather
desert,SaHraa',صحراء,nature__and__weather
deserts,SaHaaraa,صحارى,nature__and__weather
jungle,ġaaba,غابة,nature__and__weather
jungles,ġaabaat,غابات,nature__and__weather
field,Haql,حقل,nature__and__weather
fields,Huquul,حقول,nature__and__weather
plain,sahl,سهل,nature__and__weather
plains,suhuul,سهول,nature__and__weather
depression,munxafaD,منخفض,nature__and__weather
depressions,munxafaDaat,منخفضات,nature__and__weather
cave,maġaara,مغارة,nature__and__weather
caves,maġaaraat,مغارات,nature__and__weather
oasis,waaHa,واحة,nature__and__weather
oases,waaHaat,واحات,nature__and__weather
well,bi'r,بئر,nature__and__weather
wells,aabaar | bi'aar,آبار | بئار,nature__and__weather
bush,daġal,دغل,nature__and__weather
bushes,adġaal,أدغال,nature__and__weather
tree,šajara,شجرة,nature__and__weather
trees,ašjaar,أشجار,nature__and__weather
leaf; petal,waraq,ورق,nature__and__weather
leaf; petals,awraaq,أوراق,nature__and__weather
branch,far3,فرع,nature__and__weather
branches,furuu3,فروع,nature__and__weather
root,jadr,جذر,nature__and__weather
roots,juduur,جذور,nature__and__weather
wood,xašab,خشب,nature__and__weather
flower,zahra,زهرة,nature__and__weather
flowers,zuhuur,زهور,nature__and__weather
rose,warda,وردة,nature__and__weather
roses,wuruud,ورود,nature__and__weather
thorn,šook,شوك,nature__and__weather
thorns,ašwaak,أشواك,nature__and__weather
grass,3ušb,عشب,nature__and__weather
rock,Saxra,صخرة,nature__and__weather
rocks,Suxuur,صخور,nature__and__weather
sand,raml,رمل,nature__and__weather
sands,rimaal,رمال,nature__and__weather
dust,turaab,تراب,nature__and__weather
ash,ramaad,رماد,nature__and__weather
soil,turba,تربة,nature__and__weather
mud,Tiin,طين,nature__and__weather
mud,aTyaan,أطيان,nature__and__weather
plant,nabaat,نبات,nature__and__weather
plants,nabaataat,نباتات,nature__and__weather
garden,Hadiiqa,حديقة,nature__and__weather
gardens,Hadaa'iq,حدائق,nature__and__weather
swamp,mustanqa3,مستنقع,nature__and__weather
swamps,mustanqa3aat,مستنقعات,nature__and__weather
volcano,burkaan,بركان,nature__and__weather
volcanoes,baraakiin,براكين,nature__and__weather
fires,niiraan ,نيران,nature__and__weather
sky,samaa',سماء,nature__and__weather
skies,samaawaat ,سماوات,nature__and__weather
earth,arD,أرض,nature__and__weather
earths,araaDin ,أراض,nature__and__weather
horizon,ufuq,افق,nature__and__weather
horizons,aafaaq,آفاق,nature__and__weather
weather forecast,našra jawwiyya,نشرة جوية,nature__and__weather
climate,manaax,مناخ,nature__and__weather
hot ,Haar ,حار    حرارة,nature__and__weather
cold - adj. ,baarid ,بارد ,nature__and__weather
warm ,daafi' ,دافئ ,nature__and__weather
clear,SaHw,صحو,nature__and__weather
rainy,mumTir,ممطر,nature__and__weather
cloudy,ġaa'im,غائم,nature__and__weather
sunny,mušmis,مشمس,nature__and__weather
snowy,mutallaj,مثلّج,nature__and__weather
humid,raTb,رطب,nature__and__weather
stormy,3aaSif,عاصف,nature__and__weather
dusty,turaabi,ترابي,nature__and__weather
cloud,ġeima,غيمة,nature__and__weather
clouds,ġuyuum,غيوم,nature__and__weather
sun,šams,شمس,nature__and__weather
suns,šumuus ,شموس,nature__and__weather
moon,qamar,قمر,nature__and__weather
moons,aqmaar,أقمار,nature__and__weather
rain,maTar,مطر,nature__and__weather
rain,amTaar,أمطار,nature__and__weather
snow,talj,ثلج,nature__and__weather
frost,Saqii3,صقيع,nature__and__weather
wind,riiH,ريح,nature__and__weather
winds,riyaaH ,رياح,nature__and__weather
humidity,ruTuuba,رطوبة,nature__and__weather
fog,Dabaab,ضباب,nature__and__weather
hail ,barad ,برد ,nature__and__weather
storm,3aaSifa,عاصفة,nature__and__weather
storms,3awaaSif,عواصف,nature__and__weather
thunder,ra3d,رعد,nature__and__weather
thunders,ru3uud,رعود,nature__and__weather
lightning,barq,برق,nature__and__weather
lightnings,buruuq,بروق,nature__and__weather
hurricane,i3Saar,اعصار,nature__and__weather
hurricanes,a3aaSiir,أعاصير,nature__and__weather
tornado,zawba3a,زوبعة,nature__and__weather
tornadoes,zawaabi3,زوابع,nature__and__weather
earthquake,zilzaal,زلزال,nature__and__weather
earthquakes,zalaazil,زلازل,nature__and__weather
flood,fayaDaan,فيضان,nature__and__weather
floods,fayaDaanaat,فيضانات,nature__and__weather
dust storm,3aaSifa turaabiyya,عاصفة ترابية,nature__and__weather
dust storms,za3abiib,زعابيب,nature__and__weather
rainbow,qoos quzaH,قوس قزج,nature__and__weather
season,faSl,فصل,nature__and__weather
seasons,fuSuul,فصول,nature__and__weather
spring,rabii3,ربيع,nature__and__weather
summer,Seif,صيف,nature__and__weather
fall,xariif,خريف,nature__and__weather
winter,šitaa',شتاء,nature__and__weather
religion,diin,دين,religion
religions,adyaan,أديان,religion
sect,Taa'ifa,طائفة,religion
sects,Tawaa'if,طوائف,religion
denomination,madhab,مذهب,religion
denominations,madaahib,مذاهب,religion
Muslim,muslim,مسلم,religion
Sunni,sunni,سنّي,religion
Sunnis,sunna,سنّة,religion
Shi'ite,šii3i,شيعي,religion
Shi'ites,šii3a,شيعة,religion
Alawite,3alawi,علوي,religion
Christian,masiiHi,مسيحي,religion
Copt,qibTi,قبطي,religion
Copts,aqbaaT,أقباط,religion
Maronite,maaruuni,ماروني,religion
Maronites,mawaarina,موارنة,religion
Orthodox,ortodoks,أورثودوكس,religion
Catholic,katoliik,كاثوليك,religion
Protestant,brotestaant,بروتستانت,religion
Jew,yahuudi,يهودي,religion
Jews,yahuud,يهود,religion
Druze,druuzi,دروزي,religion
Druzes,druuz,دروز,religion
paganism ,wataniyya ,وثنية ,religion
secularism,3ilmaaniyya,علمانية,religion
monotheism,tawHiidiyya,توحيدية,religion
infidel,kaafir,كافر,religion
infidels,kuffaar,كفار,religion
creed,3aqiida,عقيدة,religion
creeds,3aqaa'id diiniyya,عقائد دينية,religion
 god,ilaah,اله,religion
 gods,aaliha,آلهة,religion
God*,allaah,الله,religion
lord,rabb,رب,religion
lords,arbaab,أرباب,religion
messiah,masiiH,مسيح,religion
savior,muxalliS,مخلّص,religion
Jesus,yasuu3 ; 3iisa ,يسوع | عيسى,religion
angel,malaak,ملاك,religion
angels,malaa'ika,ملائكة,religion
cross,Saliib,صليب,religion
crosses,Sulbaan,صلبان,religion
crescent,halaal,هلال,religion
star of David,najmat daawuud,نجمة داوود,religion
prayer niche in mosques,miHraab,محراب,religion
prayer niche in mosques,maHaariib,محاريب,religion
minaret,ma'dana,مأذنة,religion
minarets,ma'aadin,مآذن,religion
call to prayer,adaan,اذان,religion
muezzin,mu'addin,مؤذن,religion
minbar ,minbar,منبر,religion
minbar s,manaabir,منابر,religion
Friday sermon,xuTba,خطبة,religion
imam,imaam,امام,religion
imams,a'ima,أئمة,religion
shrine,mazaar,مزار,religion
shrines,mazaaraat,مزارات,religion
altar,madbaH,مذبح,religion
altars,madaabiH,مذابح,religion
sanctuary,heikal,هيكل,religion
sanctuaries,hayaakil,هياكل,religion
monastery,deir,دير,religion
monasteries,adyaar,أديار,religion
monk,raahib,راهب,religion
monks,ruhbaan,رهبان,religion
nun,raahiba,راهبة,religion
priest,qassiis,قسيس,religion
priests,qusus,قسس,religion
bishop,usquf,أسقف,religion
bishops,asaaqif,أساقف,religion
rabbi,Haaxaam,حاخام,religion
rabbis,Haaxaamaat,حاخامات,religion
prophet,nabi,نبي,religion
prophets,anbiyaa',أنبياء,religion
chapter from the Qur'an,suura,سورة,religion
chapter from the Qur'ans,suwar,سور,religion
verse from the Qur'an,aaya,آية,religion
verse from the Qur'ans,aayaat,آيات,religion
profession of faith,šahaada,شهادة,religion
prayer,Salaah,صلاة,religion
fasting,Soom,صوم,religion
alms-giving,zakaah,زكاة,religion
pilgrimage to Mecca,Hajj,حج,religion
minor pilgrimage,3umra,عمرة,religion
permitted by Islam,Halaal,حلال,religion
forbidden by Islam,Haraam,حرام,religion
mass,quddaas,قداس,religion
masses,qadaadiis,قداديس,religion
 saint,qiddiis,قديس,religion
psalm,mazmuur,مزمور,religion
psalms,mazaamiir,مزامير,religion
hymn,tarniima,ترنيمة,religion
hymns,taraaniim,ترانيم,religion
rosary,misbaHa,مسبحة,religion
rosaries,masaabiH,مسابح,religion
 sermon,wa3Za,وعظة,religion
feast,3iid,عيد,religion
feasts,a3yaad,أعياد,religion
blessing,baraka,بركة,religion
blessings,barakaat,بركات,religion
repentance,tooba,توبة,religion
forgiveness,ġufraan,غفران,religion
mercy,raHma,رحمة,religion
fate,qadr,قدر,religion
fates,aqdaar,أقدار,religion
morals,axlaaq,أخلاق,religion
soul,ruuH,روح,religion
souls,arwaaH ,أرواح,religion
holy,muqaddas,مقدس,religion
missionary,daa3iya,داعية,religion
prosyletization,da3wa,دعوى,religion
sacrifice ,DaHiya,ضحية,religion
sacrifice s,DaHaaya,ضحايا,religion
good,xeir,خير,religion
evil,šarr,شر,religion
blasphemy,tajdiif,تجديف,religion
resurrection,qiyaama,قيامة,religion
religious,mutadayyin,متدين,religion
sin ,danb,ذنب,religion
sin s,dunuub,ذنوب,religion
sin,xaTii'a,خطيئة,religion
sins,xaTaaya,خطايا,religion
miracle,mu3jiza,معجزة,religion
miracles,mu3jizaat,معجزات,religion
hobby,hawaaya,هواية,sports__and__hobbies
hobbies,hawaayaat,هوايات,sports__and__hobbies
sport,riyaaDa,رياضة,sports__and__hobbies
sports,riyaaDaat,رياضات,sports__and__hobbies
game,la3ba,لعبة,sports__and__hobbies
games,al3aab,ألعاب,sports__and__hobbies
crafts,Hirf  Hirfa,حرف    حرفة,sports__and__hobbies
ball,kura,كرة,sports__and__hobbies
balls,kuwar,كور,sports__and__hobbies
team,fariiq,فريق,sports__and__hobbies
national team,muntaxab,منتخب,sports__and__hobbies
match,mubaaraah,مباراة,sports__and__hobbies
matches,mubaaraat,مبارات,sports__and__hobbies
stadium,istaad,استاد,sports__and__hobbies
field,mal3ab,ملعب,sports__and__hobbies
off-side,tasallul,تسلل,sports__and__hobbies
goal post,qaa'im,قائم,sports__and__hobbies
goal posts,'awaayim,,sports__and__hobbies
crossbar,3aariDa,عارضة,sports__and__hobbies
 consecutive goals,hadafaan mutataaliyaan,هدفان متتاليان,sports__and__hobbies
player,laa3ib,لاعب,sports__and__hobbies
players,laa3ibuun,لاعبون,sports__and__hobbies
midfielder,laa3ib wasaT,لاعب الوسط,sports__and__hobbies
attacker,muhaajim,مهاجم,sports__and__hobbies
defender,mudaafi3,مدافع,sports__and__hobbies
forward,amaami,أمامي,sports__and__hobbies
striker,Daarib,ضارب,sports__and__hobbies
winger,laa3ib jinaaH,لاعب جناح,sports__and__hobbies
referee,Hakam,حكم,sports__and__hobbies
trainer or coach,mudarrib,مدرّب,sports__and__hobbies
 kick,Daraba,ضربة,sports__and__hobbies
free kick,Darba Hurra,ضربة حرة,sports__and__hobbies
direct free kick,Darba Hurra  mubaašira,ضربة حرة  مباشرة,sports__and__hobbies
penalty kick,Darabat jazaa'/tarjiiH,ضربة جزاء |  ترجيح,sports__and__hobbies
corner kick,Daraba rukniyya,ضربة ركنية,sports__and__hobbies
goal kick,Darabat marma,ضربة مرمى,sports__and__hobbies
header,Darabat ra's,ضربة رأس,sports__and__hobbies
victory,fawz,فوز,sports__and__hobbies
 pass,tamriira,تمريرة,sports__and__hobbies
foul,xaTaa',خطاء,sports__and__hobbies
fouls,axTaa',أخطاء,sports__and__hobbies
a tie,ta3aadul,تعادل,sports__and__hobbies
a scoreless tie,ta3aadul silbi,تعادل سلبي,sports__and__hobbies
yellow card,biTaaqa Safraa',بطاقة صفراء,sports__and__hobbies
red card,biTaaqa Hamraa',بطاقة حمراء,sports__and__hobbies
amateur,haawi,هاوي,sports__and__hobbies
professional,muHtarif,محترف,sports__and__hobbies
baseball,beisbool,بيسبول,sports__and__hobbies
hockey,hoki,هوكي,sports__and__hobbies
skiing,tazalluj,تزلج,sports__and__hobbies
golf,ġolf,غولف,sports__and__hobbies
gymnastics,jumbaaz,جمباز,sports__and__hobbies
archery,rimaaya,رماية,sports__and__hobbies
skating,tazalluj,تزلج,sports__and__hobbies
running,3adw,عدو,sports__and__hobbies
cricket,kirikit,كريكت,sports__and__hobbies
polo,bolo,بولو,sports__and__hobbies
boxing,mulaakama,ملاكمة,sports__and__hobbies
wrestling,muSaara3a,مصارعة,sports__and__hobbies
swimming,sibaaHa,سباحة,sports__and__hobbies
diving,ġaTs,غطس,sports__and__hobbies
rowing,tajdiif,تجديف,sports__and__hobbies
backgammon,Taawila,طاولة,sports__and__hobbies
chess,šaTranj,شطرنج,sports__and__hobbies
king ,malik,ملك,sports__and__hobbies
queen ,malika,ملكة,sports__and__hobbies
pawn ,jundi,جندي,sports__and__hobbies
pawn s,junuud,جنود,sports__and__hobbies
knight ,HiSaan,حصان,sports__and__hobbies
rook,qal3a,قلعة,sports__and__hobbies
bishop ,fiil,فيل,sports__and__hobbies
Check,kišš,كش,sports__and__hobbies
Checkmate,kišš malik,كش ملك,sports__and__hobbies
gardening,bastana,بستنة,sports__and__hobbies
gambling,qimaar,قمار,sports__and__hobbies
fishing rod,Sinnaara,صنارة,sports__and__hobbies
fishing rods,Sanaaniir,صنانير,sports__and__hobbies
hunting,Seid,صيد,sports__and__hobbies
sewing,xiyaaTa,خياطة,sports__and__hobbies
spades,bastuuni,بستوني,sports__and__hobbies
diamonds,diinaari,ديناري,sports__and__hobbies
clubs,sbaati,سباتي,sports__and__hobbies
hearts,kubba,كبة,sports__and__hobbies
ace,aaS,آص,sports__and__hobbies
queen,malika,ملكة,sports__and__hobbies
jack,walad,ولد,sports__and__hobbies
joker,žookir,جوكر,sports__and__hobbies
 cheat,ġaššaaš,غشاش,sports__and__hobbies
to stay up late,sihir - yishar ,سهر - يسهر ,sports__and__hobbies
to frequent ,itraddad - yitraddid ,اتردد - يتردد ,sports__and__hobbies
to pass the time,itsalla - yitsalla ,اتسلى - يتسلى ,sports__and__hobbies
to go for a stroll or outing,itfassaH - yitfassaH,اتفسح - يتفسح,sports__and__hobbies
 joke,nukta,نكتة,sports__and__hobbies
 jokes,nukat,نكت,sports__and__hobbies
to keep  company,winnis - yiwannis ,ونس - يونس ,sports__and__hobbies
to become cheerful/happy,farfiš - yifarfiš ,فرفش - يفرش ,sports__and__hobbies
to relax,irtaaH - yirtaaH,ارتاح - يرتاح,sports__and__hobbies
together,sawaa',سواء,sports__and__hobbies
together,ma3an,معا,sports__and__hobbies
appointment,maw3id,موعد,sports__and__hobbies
appointments,mawaa3iid,مواعيد,sports__and__hobbies
party,Hafla,حفلة,sports__and__hobbies
parties,Hafalaat,حفلات,sports__and__hobbies
costume party,Hafla tanakkuriyya,حفلة تنكرية,sports__and__hobbies
mask,qinaa3,قناع,sports__and__hobbies
masks,aqni3a,أقنعة,sports__and__hobbies
friend,Sadiiq,صديق,sports__and__hobbies
friends,aSdiqaa',أصدقاء,sports__and__hobbies
gift,hadiyya,هدية,sports__and__hobbies
gifts,hadaaya,هدايا,sports__and__hobbies
a  occassion,munaasaba,مناسبة,sports__and__hobbies
a  occassions,munaasabaat ,مناسبات خاصة,sports__and__hobbies
drunk,sakraan,سكران,sports__and__hobbies
a drunk,sikkiir,سكير,sports__and__hobbies
a drunks,sukariyya,سكرية,sports__and__hobbies
drunk,masTuul,مسطول,sports__and__hobbies
drunks,masaTiil,مساطيل,sports__and__hobbies
a gambler,muqaamir,مقامر,sports__and__hobbies
a gamblers,'omartiyya,قمرتية,sports__and__hobbies
 exercises,tamaariin,تمارين,sports__and__hobbies
exercise,tamaariin riyaaDiyya,تمارين رياضية,sports__and__hobbies
warm-up,tasxiin,تسخين,sports__and__hobbies
race,musaabaqa,مسابقة,sports__and__hobbies
lap ,laffa,لفة,sports__and__hobbies
lap s,laffaat,لفات,sports__and__hobbies
championship,buTuula,بطولة,sports__and__hobbies
champion,baTal,بطل,sports__and__hobbies
champions,abTaal,أبطال,sports__and__hobbies
point,nuqTa,نقطة,sports__and__hobbies
points,nuqaaT,نقاط,sports__and__hobbies
computer,Haasuub,حاسوب,technology
computers,Hawaasiib,حواسيب,technology
laptop,Haasuub maHmuul,حاسوب محمول,technology
hard disk,qurS Sulb,قرص صلب,technology
hard drive,muHarrik Sulb,محرك صلب,technology
motherboard,lawHat umm,لوحة أم,technology
memory card,biTaaqat daakira,بطاقة ذاكرة,technology
processor,mu3aalij,معالج,technology
key,zirr,زر,technology
keys,azraar,أزرار,technology
monitor,šaaša,شاشة,technology
flatscreen monitor,šaašat 3arD,شاشة عرض,technology
mouse,fa'ra,فأرة,technology
scanner,maasiH Doo'i,ماسح ضوئي,technology
printer,Tabbaa3a,طباعة,technology
speakers,sammaa3aat,سماعات,technology
multimedia,wasaa'iT muta3addida,وسائط متعددة,technology
streaming media,batt Hayy,بث حي,technology
digital,raqami,رقمي,technology
virtual,wahmi,وهمي,technology
wireless,la silki,لا سلكي,technology
CD,qurS maDġuuT,قرص مضغوط,technology
DVD,qurS viidiyo raqami,قرص فيديو رقمي,technology
data,bayanaat,بيانات,technology
software,barmijiyaat,برمجيات,technology
forum,muntuda,منتدى,technology
forums,muntudiyaat,منتديات,technology
blog,mudawwana,مدوّنة,technology
blogs,mudawwanaat,مدوّنات,technology
chat,dardaša,دردشة,technology
links,rawaabiT,روابط,technology
email,bariid elektroni,بريد الكتروني,technology
account,Haasib,حاسب,technology
accounts,Haasibaat,حاسبات,technology
profile,milaff šaxSi,ملفّ شخصي,technology
private message,risaala xaaSSa,رسالة خاصة,technology
comment,ta3liiq,تعليق,technology
comments,ta3liiqaat,تعليقات,technology
design,taSmiim,تصميم,technology
browser,mutaSaffiH,متصفح,technology
firewall,jidaar naari,جدار ناري,technology
host,muDiif,مضيف,technology
server,muzawwid,مزود,technology
frequently asked questions,as'ila šaa'i3a/mutakarrira,أسئلة شائعة |متكررّة,technology
code ,rumuuz,رموز,technology
smilie,ibtisaama,ابتسامة,technology
smilies,ibtisaamaat,ابتسامات,technology
folder,mujallad,مجلّد,technology
folders,mujalladaat,مجلّدات,technology
file,milaff,ملف,technology
files,milaffaat,ملفات,technology
sizes,Hujuum/aHjaam,حجوم | أحجام,technology
high-quality,jawda 3aaliya,جودة عالية,technology
re-upload,i3aadat raf3,إعادة رفع,technology
original uploader,raafi3 aSli,رافع أصلي,technology
font,xaTT,خط,technology
fonts,xuTuuT,خطوط,technology
Click here,iDġaT hona,اضغط هنا,technology
Contact us,ittaSil bina,اتصل بنا,technology
An error has occurred,HaSala xaTa',حصل خطأ,technology
cell phone,haatif maHmuul/xalawi,هاتف محمول | خلوي,technology
SMS/text message,risaala,رسالة,technology
SMS/text messages,rasaa'il,رسائل,technology
balance,raSiid,رصيد,technology
balances,arSida,أرصدة,technology
shredder,farraama,فرّامة,technology
xerox machine,jihaaz taSwiir mustanadaat,جهاز تصوير مستندات,technology
copy,nusxa,نسخة,technology
copies,nusax,نسخ,technology
time,waqt,وقت,time
times,awqaat,أوقات,time
"time (countable unit; as in ""three times",marra,مرة,time
"time (countable unit; as in ""three times",marraat,مرات,time
century,qarn,قرن,time
centuries,quruun,قرون,time
decade,Hiqba,حقبة,time
decades,Hiqabaat,حقبات,time
year,sana,سنة,time
years,sanawaat,سنوات,time
week,usbuu3,أسبوع,time
weeks,asaabii3,أسابيع,time
day,yawm,يوم,time
days,ayyaam,أيّام,time
hour,saa3a,ساعة,time
hours,saa3aat,ساعات,time
minute,daqiiqa,دقيقة,time
minutes,daqaa'iq,دقائق,time
second,taanya,ثانية,time
seconds,tawaani,ثواني,time
moment,laHZa,لحظة,time
moments,laHaZaat,لحظات,time
dawn,fajr,فجر,time
morning,SabaaH,صباح,time
noon,Zuhr,ظهر,time
evening,masaa',مساء,time
night,leila,ليلة,time
nights,layaali,ليالي,time
before,qabl,قبل,time
after,ba3d,بعد,time
then,tumma,ثم,time
until,Hatta,حتى,time
now,al'aan,الآن,time
the day before yesterday,awwal ams,أول أمس,time
yesterday,ams,أمس,time
last night,leilat ams,ليلة أمس,time
tomorrow,ġadan,غدا,time
every day,kull yawm,كل يوم,time
every other day,kull yawmein,كل يومين,time
day after day,yawman ba3d yawm,يوما بعد يوم,time
early,mubakkir,مبكر,time
late,muta'axxir,متأخر,time
after a while,ba3d qaliil,بعد قليل,time
always,daa'iman,دائما,time
usually,3aadatan,عادةً,time
sometimes,aHyaanan,أحيانا,time
rarely,naadiran,نادرا,time
holiday,3iid,عيد,time
holidays,a3yaad,أعياد,time
birthday,3iid miilaad,عيد ميلاد,time
anniversary ,dikra,ذكرى,time
anniversary s,dikrayaat,ذكريات,time
gifts,hidaaya,هدايا,time
calendar,taqwiim,تقويم,time
calendars,taqaawiim,تقاويم,time
* The following names are used in most of the Mashriq,,,time
January,yanaayir,يناير,time
February,fibraayir,فبراير,time
March,maaris,مارس,time
April,abriil,أبريل,time
May,maayo,مايو,time
June,yuuniyo,يونيو,time
July,yuuliyo,يوليو,time
August,aġusTus,أغسطس,time
September,sibtimbir,سمتمبر,time
October,uktoobar,أكتوبر,time
November,nuvimbir,نوفمبر,time
December,disimbir,ديسيمبر,time
* The following names are used in the Levant. *,,,time
February,šubaaT,شباط,time
March,aadaar,آذار,time
April,niisaan,نيسان,time
May,ayyaar,أيار,time
June,Huzeiraan,حزيران,time
July,tammuuz,تموز,time
August,aab,آب,time
September,ayluul,أيلول,time
Muharram,muHarram,محرم,time
Safar,Safar,صفر,time
Rajab,rajab,رجب,time
Shaban,ša3abaan,شعبان,time
Ramadan,ramaDaan,رمضان,time
Shawwal,šawwaal,شوال,time
Thout ,tuut,توت,time
Paopi ,baaba,بابة,time
Hathor ,haatuur,هاتور,time
Koiak ,kiyaahk,كياهك,time
Tobi ,Tuuba,طوبة,time
Meshir ,amšiir,أمشير,time
Paremhat ,baramhaat,برمهات,time
Paremoude ,baramuuda,برمودة,time
Pashons ,bašans,بشنس,time
Paoni ,ba'uuna,بؤونة,time
Epip ,abiib,أبيب,time
Mesori ,misra,مسرى,time
Pi Kogi Enavot ,nasii',نسئ,time
