English,Egyptian Arabic,Transliteration
to live,عاش - يعيش ,3aaša - ya3iišu 
to live ,سكن - يسكن  في,sakana - yaskunu  fi
to die,مات – يموت ,maata - yamuutu 
to pass away,اتوفى - يتوفي ,itwaffa - yitwaffi 
to wait,استنى - يستني,istinna - yistinni
to buy,اشترى - يشتري ,ištara - yištiri
to sell,باع - يبيع ,baa3a - yabii3u 
to pay; to push,دفع - يدفع ,dafa3 - yidfa3
to push,زق - يزق ,za'' - yizu'' 
to open ,فتح - يفتح ,fataH - yiftaH 
to close ,قفل - يقفل,'afal - yi'fil
to begin,بدأ - يبدأ ,bada' - yibda'
to end ,انتهى - ينتهي ,intaha - yantahi 
to stop ; to stand up,وقف - يقف ,wi'if - yiw'af 
to finish ,خلّص - يخلّص ,xallaS - yixallaS 
to stop ; to stand up,وقف - يقف ,wi'if - yiw'af 
to play,لعب - يلعب ,la3aba - yal3ibu 
to use ,استخدم - يستخدم ,istaxdama - yastaxdimu 
to enter,دخل - يدخل ,daxal - yudxul
to go out,خرج - يخرج ,xarag - yixrag
to leave,ساب - يسيب,saab - yisiib
to ride ,ركب - يركب ,rikib - yirkab
to send,بعت - يبعت,ba3at - yib3at
to receive,استلم - يستلم ,istalam - yistilim 
to think ,فكّر - يفكّر ,fakkar - yifakkar  fi
to think ,افتكر - يفتكر,iftakar - yiftikir
to believe ,اعتقد - يعتقد ,i3taqada - ya3taqidu  anna
to need ,احتاج - يحتاج  إلى,iHtaag - yiHtaag
to want ,عايز - عايزة,3aayiz/3aayza  - active participle
to succeed,نجح - ينجح ,nagaH - yingaH 
to fail,فشل - يفشل ,fašila - yafšalu 
house,بيت,beit
houses,بيوت,buyuut
apartment,شقة,ša''a
apartments,شقق,šu'a'
building,مبنى,mabna
buildings,مباني,mabaani
apartment building,عمارة,3omaara
apartment buildings,عمارات,3omaaraat
floor ,دور,door
floor s,ادوار,adwaar
courtyard,حوش,Hooš
courtyards,أحواش,aHwaaš
gate,بوّابة,bawwaaba
gates,بوّابات,bawwaabaat
door,باب,baab
doors,أبواب,abwaab
key,مفتاح,muftaaH
keys,مفاتيح,mafatiiH
wall ,جدار,gidaar
wall s,جدران,gudraan
ceiling,سقف,sa'f
ceilings,سقوف,su'uuf
floor,أرضية,arDiyya
floors,أرضيات,arDiyyaat
roof,سطح,saTH
roofs,سطوح,suTuuH
electricity,كهرباء,kahraba
pipe,ماسورة,masuura
pipes,مواسير,mawasiir
valve,محبس,maHbas
electrical outlet,فيشة,fiiša
electrical outlets,فيشات,fiišaat
electrical plug,كبس,kobs
electrical plugs,اكباس,ikbaas
cord,سلك,silk
cords,أسلاك,aslaak
elevator,اصنصير,aSanSeir
elevators,اصنصيرات,aSanSeiraat
stairs,سلالم,salaalim
balcony,بلكونة,balkoona
balconies,بلكونات,balkoonaat
neighbor,جار,gaar
neighbors,جيران,giiraan
rent or lease,ايجار,igaar
vacant,فاضي,faaDi
furnished,مفروش,mafruuš
room,أوضة,ooDa
rooms,أوض,owaD
hall,طرقة,Tor'a
halls,طرق,Tora'
living room,صلون,Saloon
living rooms,صلونات,Saloonaat
furniture,أساس,asaas
upholstery,تنجيد,tangiid
chair,كرسي,kursi
chairs,كراسي,karaasi
armchair,فتيّ,foteyy
armchairs,فتيّات,foteyyaat
sofa,كنبة,kanaba
sofas,كنبات,kanabaat
table,طربيزة,Tarabeiza
tables,طربيزات,Tarabeizaat
window,شبّاك,šibbaak
windows,شبابيك,šababiik
curtain/blinds,ستارة,sitaara
curtain/blinds,ستاير,sataayir
television,تلفزيون,televizyoon
televisions,تلفزيونات,televizyoonaat
remote control,ريموت ,riimoot 
telephone,تلفون,tilifoon
telephones,تلفونات,tilifoonaat
lamp,ابجورة,abažoora
lamps,ابجورات,abažooraat
light,نور,nuur
lights,انوار,anwaar
candle,شمعة,šam3a
candles,شمعات,šam3aat
chandelier,نجفة,nagafa
chandeliers,نجفات,nagafaat
carpet,سجّادة,siggaada
carpets,سججيد,sagagiid
carpet ,موكيت,moket
tile ,بلاط,balaaT
tile ,قيشاني,'išaani
fan,مروحة,marwaHa
fans,مراوح,maraawiH
heater,دفّاية,daffaaya
heaters,دفّايات,daffaayaat
cigarette lighter,ولاعة,wallaa3a
broom,مقشّة,mi'ašša
brooms,مقشّات,mi'aššaat
mop,مكنسة,maknasa
mops,مكانس,makaanis
sponge,سفنجة,sifinga
sponges,سفنجات,sifingaat
clothes pin,مشبك,mašbak
clothes pins,بشابيك,mašaabik
clothes drying rack,منشفة,manšafa
clothes drying racks,مناشف,manaašif
scissors,مقصّ,ma'aSS
scissors,مقصّات,ma'aSSaat
bedroom,أوضة نوم,ooDit noom
bed,سرير,siriir
beds,سراير,saraayir
mattress,مرتبة,martaba
mattresses,مراتب,maraatib
bedsheet,ملاية,milaaya
bedsheets,ملايات,milaayaat
blanket,بطّانية,baTTaniyya
blankets,بطاطين,baTaaTiin
quilt,لحاف,liHaaf
quilts,لحفة,liHifa
pillow,مخدّة,mixadda
pillows,مخدّات,mixaddaat
 clock,ساعة ,saa3a 
closet,دولاب,dulaab
closets,دواليب هدوم,dawaliib huduum
closet,دولاب,duulaab
closets,دواليب,dawaaliib
clothes hanger,شمّاعة,šammaa3a
clothes hangers,شمّاعات,šammaa3aat
mirror,مرايا,miraaya
mirrors,مرايات,miraayaat
desk,مكتب,maktab
desks,مكاتب,makaatib
drawer,درج,durg
drawers,أدراج,adraag
shelf,رفّ,raff
shelves,رفوف,rufuuf
nightstand,كمدينو,kumudiinu
nightstands,كمدينوهات,kumudiinuhaat
dresser,تسريحة,tasriiHa
dressers,تسريحات,tasriiHaat
nightlight,لمبة سهّاري,lamba sahhaari
comb,مشط,mišT
combs,امشاط,amšaaT
brush,فرشة,furša
brushes,فرش,furaš
bathroom,حمّام,Hammaam
bathrooms,حمّامات,Hammaamaat
bathtub,بانيو,banyu
bathtubs,بانيوهات,banyuhaat
shower,دش,duš
showers,دشاش,dišaash
toilet paper,مرق تواليت,wara' tuwalitt
sink,حوض,HooD
sinks,احواض,aHwaaD
faucet,حنفية,Hanafiyya
faucets,حنفيات,Hanafiyyaat
mat,حصيرة,HaSiira
mats,حصر,HuSr
towel,فوطة,fuuTa
towels,فوط,fuwaT
 towel,بشكير,baškiir
 towels,بشاكير,bašaakiir
soap,صابون,Sabuun
soaps,صابونات,Sabuunaat
shampoo,شامبو,šaambuu
sponge,لوفة,luufa
toothbrush,فرشة السنان,furšit is-sinaan
toothpaste,معجون السنان,ma3guun is-sinaan
razor,موس,muus
razors,أمواس الحلاقة,amwaas il-Hilaa'a
shaving cream,صابون حلاقة,Sabuun Hilaa'a
washing machine,غسّالة,ġassaala
washing machines,غسّالات,ġassaalaat
iron,مكوى,makwa
irons,مكاوي,makaawi
makeup,ماكياج,makyaaž
powder,بودرة,buudra
eyeshadow,كحل,kuHl
dining room,أوضة سفرة,ooDit sufra
dining table,سفرة,sufra
dish,طبق,Taba'
dishes,أطباق,aTbaa'
bowl,سلطنية,sulTaniyya
bowls,سلطنيات | سلاطين,sulTaniyyaat | salaTiin
fork,شوكة,šooka
forks,شوك,šuwak
spoon,معلقة,ma3la'a
spoons,معالق,ma3aali'
knife,سكّينة,sikkiina
knives,سكاكين,sakakiin
cup,كبّاية,kubbaaya
cups,كبّايات,kubbayaat
coffee cup,فنجال,fingaal
coffee cups,فناجيل,fanagiil
straw,شاليموه,šalimooh
straws,شفّاطاتّ,šaffaaTaat
jug,أبريق الميّة,abrii' il-mayya
jugs,اباريق,abaariiq
bottle,قزازة,'izaaza
bottles,قزايز,'azaayiz
can,علبة,3elba
cans,علب,3elab
 napkin,كلينكس,kliinex
 napkins,مناديل ورق,manaadiil waraq
toothpick,سلكّة سنان,salekkit sinaan
kitchen,مطبخ,maTbax
kitchens,مطابخ,maTaabix
dishwasher,غسّالة صحون,ġassaalat SuHuun
fridge,تلاجة,tallaaga
fridges,تلاجات,tallaagaat
oven,فرن,furn
ovens,افران,afraan
stove,بتجاز,butagaaz
stoves,بتجازات,butagaazaat
flame ,شعلة,šu3la
flame s,شعلات,šu3alaat
matches,كبريت,kabriit
pot,حلّة,Halla
pots,حلل,Hilal
frying pan,قلاية,'allaaya
mixer/blender,خلاط,xallaaT
mixer/blenders,خلاطات,xallaaTaat
strainer,مصفى,maSfa
strainers,مصافي,maSaafi
tool,أداة,adaah
tools,أدوات,adawaat
hammer,شاكوش,šakuuš
hammers,شواكيش,šawakiiš
nail,مسمار,musmaar
nails,مسامير,masamiir
screw,مسمار قلاووظ,musmaar 'alawooZ
screws,براغي,baraaġi
pliers,كمّاشة,kammaaša
pliers,كمّاشات,kammaašaat
screwdriver,مفك,mifakk
screwdrivers,مفكات,mifakkaat
spanner,مفتاح,muftaaH
spanners,مفاتيح,mafatiiH
saw,منشار,munšaar
saws,مناشير,manašiir
pump,طرمبة,Toromba
pumps,طرمبات,Torombaat
paint,دهان,dihaan
paints,دهانات,dihaanaat
glue ,غراء,ġira
glue,سمغ,samġ
tape,شريط لصق,širiiT laS'
ladder,سلّم,sillim
ladders,سلالم,salaalim
metal,معدن,ma3dan
metals,معادن,ma3aadin
material,مادة,madda
materials,مواد,mawaadd
copper,نحاس,niHaas
iron,حديد,Hadiid
steel,صلب,Solb
marble,رخام,ruxaam
to turn on (a light,ولّع - يولّع ,walla3 - yiwalla3 
to turn off,طفى - يطفي ,Tafa - yiTfi 
war,حرب,Harb
wars,حروب,Huruub 
civil war,حرب أهلية,Harb ahliyya
revolution,ثورة,tawra
revolutions,ثورات,tawraat
coup,انقلاب,inqilaab
bloodless coup,انقلاب أبيض,inqilaab abyaD
conflict,صراع,Siraa3
strife,نزاع,nizaa3
fight,نضال,niDaal
resistance,مقاومة,muqaawama
insurrection,عصيان,3iSyaan
rebellion,تمرّد,tamarrud
military ,عسكري,3askari
alliance,حلف,Hilf
alliances,أحلاف,aHlaaf
ally,حليف,Haliif
allies,حلفاء,Hulafaa'
defense ,دفاع عن,difaa3 3an
pre-emptive strike,ضربة وقائية,Darba wiqaa'iyya
occupation,احتلال,iHtilaal
weapon,سلاح,silaaH
weapons,أسلحة,asliHa
machine gun,رشاش,raššaaš
machine guns,رشاشات,raššaašaat
heavy,ثقيل,taqiil
light,خفيف,xafiif
rifle,بندقية,bunduqiyya
rifles,بنادق,banaadiq
sniper rifle,بندقية قناصة,bunduqiyya qannaaSa
pistol,مسدس,musaddas
pistols,مسدسات,musaddasaat
sword,سيف,seif
swords,سيوف,suyuuf
spear,رمح,rumH
spears,رماح,rimaaH
bullet,رصاصة,raSaaSa
bullets,رصوص,ruSuuS
rubber bullets,رصاص مطاطي,raSaaS maTTaaTi
live ammunition,رصاص حي,raSaaS Hayy
weapons that are not firearms (e.g. knives,أسلحة بيضاء,asliHa beiDaa' 
baton,هراوة,hiraawa
batons,هراوات,hiraawaat
firearm,سلاح ناري,silaaH naari
medium-range weapons,أسلحة متوسطة,asliHa mutawassiTa
nuclear weapons,أسلحة نووية,asliHa nawawiyya
chemical weapons,أسلحة كيماوية,asliHa kiimaawiyya
atomic bomb,قنبلة ذرية,qunbula darriyya
smart bomb,قنبلة ذكية,qunbula dakiyya
cluster bomb,قنبلة عنقودية,qunbula 3unquudiyya
land mine,لغم أرضي,laġam arDi
land mines,ألغام أرضية,alġaam arDiyya
mortar,هاون,haawun
mortars,هواوين,hawaawiin
bomb,قنبلة,qunbula
bombs,قنابل,qanaabil
Molotov cocktail,عبوة ناسفة,3ubuuwa naasifa
car bomb,سيارة مفخخة,sayyaara mufaxxaxa
missile,قذيفة,qadiifa
missiles,قذائف,qadaa'if
missile,صاروخ,Saaruux
missiles,صواريخ,Sawaariix
rocket launcher,قاذف صاروخي,qaadif Saaruuxi
rocket launchers,قاذفات الصواريخ,qaadifaat aS-Sawaariix
bombing,قصف,qaSf
explosion,انفجار,infijaar
explosions,انفجارات,infijaaraat
explosive ,متفجر,mutafajjir
explosive,مفرقعة,mufarqi3a
explosives,مفرقعات,mufarqi3aat
battle,معركة,ma3raka
battles,معارك,ma3aarik
clash,اشتباك,ištibaak
clashes,اشتباكات,ištibaakaat
attack,هجوم,hujuum
attack,اعتداء,i3tidaa'
attacks,اعتداءات,i3tidaa'aat
ambush,كمين,kamiin
ambushes,كمناء,kumanaa'
raid,غارة,ġaara
raids,غارات على,ġaaraat 3ala
aggression,عدوان على,3udwaan 3ala
suicide bombing,عملية انتحارية,3amaliyya intiHaariyya
siege,حصار,HiSaar
invasion,غزو,ġazw
incursion,توغل في,tawaġġul fi
injury,جرح,jurH
injuries,جراح,jiraaH
injured,جريح,jariiH
injureds,جرحى,jarHa
killed,قتيل,qatiil
killeds,قتلى,qatla
to meet one's death,لقى حتفه | مصرعه,laqiya Hatfahu/maSra3ahu
death,وفاة | موت | حتف | مصرع,wafaah/moot/Hatf/maSra3
victim,ضحية,DaHiyya
victims,ضحايا,DaHaaya
martyr,شهيد,šahiid
martyrs,شهداء,šuhadaa'
civilian,مدني,madani
civilians,مدنيون,madaniyuun
innocent,برئ,bari'
innocents,أبرياء,abriyaa'
unarmed,أعزل,a3zal
unarmeds,عزل,3uzl
corpse,جثة,jutta
corpses,جثث,jutat
funeral,جنازة,janaaza
funerals,جنازات,janaazaat
graveyard,جبانة,jabbaana
graveyards,جبانات,jabbaanaat
grave,قبر,qabr
graves,قبور,qubuur
deceased,مرحوم,marHuum
late lamented,مأسوف,ma'suuf
departed ,راحل,raaHil
army,جيش,jeiš
armies,جيوش,juyuuš
 forces,قوات ,quwwaat musallaHa
air force,قوات جوية,quwwaat jawwiyya
regiment,فوج,fawj
regiments,أفواج,afwaaj
tank,دبابة,dabbaaba
tanks,دبابات,dabbaabaat
armored car,مدرّعة,mudarra3a
armored cars,مدرّعات,mudarra3aat
gunman,مسلح,musallaH
gunmen,مسلحون,musallaHuun
rank,رتبة,rutba
ranks,رتب,rutab
soldier,جندي,jundi
soldiers,جنود,junuud
officer,ضابط,DaabiT
officers,ضباط,DubbaaT
sniper,قناص,qannaaS
snipers,قناصة,qanaaSa
commando,مغوار,miġwaar
commandos,مغاوير,maġaawiir
private,عسكري,3askari
corporal,عريف,3ariif
sergeant,رقيب,raqiib
lieutenant,ملازم,mulaazim
major,رائد,raa'id
colonel,عقيد,3aqiid
brigadier general,عميد,3amiid
general,لواء,liwaa'
enemy,عدو,3aduuww
enemies,أعداء,a3daa'
defeat,هزيمة,haziima
defeats,هزائم,hazaa'im
loss,خسارة,xusaara
victory,نصر,naSr
victory,انتصار,intiSaar
victories,انتصارات,intiSaaraat
treaty; charter,ميثاق,miitaaq
treaty; charters,مواثيق,mawaatiiq
treaty,معاهدة,mu3aahada
treaties,معاهدات,mu3aahadaat
treaty; agreement,اتفاقية,ittifaaqiyya
treaty; agreements,اتفاقيات,ittifaaqiyyaat
agreement,اتفاق,ittifaaq
agreements,اتفاقات,ittifaaqaat
armistice,هدنة,hudna
armistices,هدنات,hudanaat
solution,حل,Hall
solutions,حلول,Huluul
compromise,حل وسط,Hall wasaT
negotiations,مفاوضات,mufaawaDaat
talks,محادثات,muHaadataat
dialogue,حوار,Hiwaar
mediator,وسيط,wasiiT
mediators,وسطاء,wusaTaa'
job,وظيفة,waZiifa
jobs,وظائف,waZaayif
profession,مهنة,mihna
professions,مهن,mihan
work,شغل,šuġl
employment,توظيف,tawZiif
unemployment,بطالة,baTaala
resume,سي في,C.V.
resumes,سير ذاتية,siyar daatiyya
qualifications,مؤهلات,mu'ahhilaat
experience,خبرة,xibra
job vacancy,وظيفة شاغرة/خالية,waZiifa xalya
interview,مقابلة شخصية,mu'abla šaxSiyya
promotion,ترقية,tarqiyya
raise,علاوة,3elaawa
raises,علاوات,3elaawaat
salary,مرتب,murattab
salaries,مرتبات,murattabaat
income,دخل,daxl
 salary,ماهية,mahiyya
 salaries,ماهيات,mahiyyaat
living,رزق,riz'
livings,أرزاق,arzaa'
pension,معاش,ma3aaš
time to leave work,ميعاد | وقت الانصراف,mii3aad/wa't il-inSiraaf
boss,مدير,mudiir
colleague,زميل,zimiil
colleagues,زملاء,zumalaa'
office; desk,مكتب,maktab
office; desks,مكاتب,makaatib
shredder,فرامة,farraaama
shredders,فرامات,farraamaat
file,ملف,milaff
files,ملفات,milaffaat
money,فلوس,filuus
monies,أموال,amwaal
currency,عملة,3umla
counterfeit,مزيّف,muzayyaf
cash,نقد,na'd
cash,نقود,nu'uud
check,شيك,šek
checks,شيكات,šekaat
bank,بنك,bank
banks,بنوك,bunuuk
ATM,آي تي ام,ATM
account,حساب,Hisaab
accounts,حسابات,Hisaabaat
savings account,حساب توفير,Hisaab tawfiir
checking account,حساب جاري,Hisaab gaari
balance,رصيد,raSiid
balances,أرصدة,arSida
to save (accumulate money,حوّش - يحوّش ,Hawwiš - yiHawwiš 
loan,قرض,qarD
loans,قروض,quruuD
debt,دين,dein
debts,ديون,duyuun
credit card,كريدت كارد,kredit kard
allowance,علاوة,3elaawa
allowances,ملاوات,3elaawaat
accountant,محاسب,muHaasib
actor,ممثل,mumassil
administrator,اداري,idaari
agent,وكيل,wakiil
agents,وكلاء,wukala
air stewardess,مضيف جوي,muDiif gawwi
ambassador,سفير,safiir
ambassadors,سفراء,sufara
analyst,محلل,muHallil
architect,مهندس معماري,muhandis mi3maari
artist,فنان,fannaan
assistant,مساعد,musaa3id
astrologer,منجم,munaggim
astronaut,رائد فضاء,raa'id faDaa'
athlete,رياضي,riyaaDi
author,مؤلف,mu'allif
baker,فران,farraan
barber,حلاق,Hallaa'
blacksmith,حداد,Haddaad
broadcaster,مذيع,muzii3
businessman,رجل أعمال,raagil a3maal
businessmen,رجال أعمال,rigaal a3maal
butcher,جزار,gazzaar
carpenter,نجار,naggaar
cashier; bank teller,صراف,Sarraaf
cashier; bank tellers,صيرفة/صيارف,Sayarfa/Sayaarif
chemist,كيميائي,kimyaa'i
coach,مدرب,mudarrib
composer,ملحن,mulaHHin
computer programmer,مبرمج كومبيوتر,mubarmig kombyuuter
contractor,مقاول,mi'aawil
cook,طباخ,Tabbaax
correspondent,مراسل,muraasil
critic,ناقد,naaqid
critics,نقاد,nuqqaad
dancer,رقاص,ra''aaS
dentist,دكتور اسنان,doktoor asnaan
designer,مصمم,muSammim
diplomat,دبلوماسي,dibloomaasi
director,مدير,mudiir
directors,مديرين,mudiiriin
director ,مخرج,muxrig
doctor,دكتور,doktoor
doctors,دكترة,dakatra
doorman,بواب,bawwaab
driver,سواق,sawwaa'
editor,محرر,muHarrir
electrician,كهربائي,kahrubaa'i
electricians,كهربائية,kahrubaa'iyya
employee,موظف,muwaZZaf
engineer,مهندس,muhandis
expert,خبير,xabiir
experts,خبراء,xubara
farmer,مزارع,muzaari3
financial advisor,مستشار مالي,mustašaar maali
fireman,عسكري مطافي,3askari maTaafi
guard,حارس,Haaris
guards,حراس,Hurraas
hairdresser,كوافير,kuwafeir
historian,مؤرخ,mu'arrix
inspector,مفتش,mufattiš
inventor,مخترع,muxtari3
jeweler,جوهرجي,gawahirgi
jewelers,جوهرجية,gawahirgiyya
journalist,صحفي,SuHafi
judge,قاضي,'aaDi
judges,قضاة,'uDaah
lawyer,محامي,muHaami
librarian,أمين مكتبة,amiin maktaba
maid,شغالة,šaġġala
marketer,مسوق,musawwi'
mechanic,ميكانيكي,mikaniiki
mechanics,ميكانيكية,mikaniikiyya
merchant,تاجر,taagir
merchants,تجار,tuggaar
model,عارض أزياء,3aariD azyaa'
musician,موسيقار,musiqaar
nanny,مربية أطفال,murabbiyya
nurse,ممرض,mumarriD
officer,ضابط,ZaabiT
officers,ضباط,ZubbaaT
painter,رسام,rassaam
pharmacist,صيدلي,Saydali
pharmacists,صيدلة,Sayadla
photographer,مصوراتي,muSawwaraati
photographers,مصوراتية,muSawwaraatiyya
pilot,طيار,Tayyaar
plumber,سباك,sabbaak
poet,شاعر,šaa3ir
policeman,عسكري شرطة,3askari šurTa
politician,سياسي,siyaasi
producer,منتج,muntig
psychologist,دكتور نفساني,doktoor nafsaani
professor,استاذ,ustaaz
professors,أساتذة,asatza
sailor,بحار,baHHaar
sailors,بحارة,baHHaara
salesman,بياع,bayyaa3
scientist,عالم,3aalim
scientists,علماء,3ulama
servant,خدام,xaddaam
singer,مغني,muġanni
social worker,مشرف اجتماعي,mušrif igtimaa3i
student,طالب,Taalib
students,طلاب,Tullaab
supervisor,مراقب,muraa'ib
surgeon,جراح,garraaH
tailor,خياط,xayyaaT
teacher,مدرس,mudarris
veterinarian,دكتور بيطري,doktoor beTari
waiter,جرسون,garsoon
waiters,جرسونات,garsoonaat
worker,عامل,3aamil
workers,عمال,3ummaal
writer,كاتب,kaatib
writers,كتاب,kuttaab
